etablissement_id_paysage;uo_lib;nom_court;sigle;type_d_etablissement;typologie_d_universites_et_assimiles;secteur_d_etablissement;localisation;LAT;LONG;uai;anciens_codes_uai;identifiant_wikidata;date_creation;texte_de_ref_creation_lib;texte_de_ref_creation;com_code;com_nom;uucr_id;uucr_nom;dep_id;dep_nom;aca_id;aca_nom;reg_id;reg_nom;reg_id_old;reg_nom_old;mention_distribution;adresse_uai;lieu_dit_uai;boite_postale_uai;code_postal_uai;localite_acheminement_uai;pays_etranger_acheminement;inscrits_2010;inscrits_2011;inscrits_2012;inscrits_2013;inscrits_2014;inscrits_2015;inscrits_2016;inscrits_2017;inscrits_2018;inscrits_2019;inscrits_2020;inscrits_2021;inscrits_2022
9hqpm;Université de Toulouse;;UT;Université;Université scientifique et/ou médicale;public;Occitanie>Toulouse>Haute-Garonne>Toulouse;43.561566;1.463029;0313218E;0311384L;;06/12/2024;Décret n° 2024-1156 du 4 décembre 2024 portant création de l'Université de Toulouse et approbation de ses statuts;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000050732896;31555;Toulouse;UU00758;Toulouse;D031;Haute-Garonne;A16;Toulouse;R76;Occitanie;R73;Midi-Pyrénées;;118 route de Narbonne;;;31400;Toulouse;France;;;;;;;;;;;;;
g6rwB;Université Paris Nanterre;Paris Nanterre;;Université;Université tertiaire - lettres et sciences Humaines;public;Île-de-France>Versailles>Hauts-de-Seine>Paris>Nanterre;48.90329925253182;2.213155031204224;0921204J;;Q1394262;01/01/1971;Décret n°70-1290 du 23 décembre 1970 PORTANT ELECTION DES UNIVERSITES DE PARIS VI & PARIS X EN ETABLISSEMENTS PUBLICS A CARACTERE SCIENTIFIQUE ET CULTUREL;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000000850240/;92050;Nanterre;UU00851;Paris;D092;Hauts-de-Seine;A25;Versailles;R11;Île-de-France;R11;Île-de-France;;200 avenue de la République;;;92001;Nanterre CEDEX;France;28832;30814;30694;31404;30174;29948;29249;28443;29792.0;30656.0;31523.0;32093.0;30613.0
ti37C;Université Rennes 2;Rennes II;;Université;Université tertiaire - lettres et sciences Humaines;public;Bretagne>Rennes>Ille-et-Vilaine>Rennes;48.12064;-1.70333;0350937D;;Q459026;01/01/1971;Décret n° 70-1174 du 17 décembre 1970 portant érection en établissements publics à caractère scientifique et culturel d'universités et centres universitaires;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000000511402/;35238;Rennes;UU35701;Rennes;D035;Ille-et-Vilaine;A14;Rennes;R53;Bretagne;R53;Bretagne;;Place du recteur Henri Le Moal;;CS 24307;35043;Rennes CEDEX;France;17649;19223;20632;20632;21225;22021;21640;20268;20338.0;20435.0;21753.0;23057.0;20936.0
zCa4j;Université Savoie Mont Blanc;;USMB;Université;Université pluridisciplinaire hors santé;public;Auvergne-Rhône-Alpes>Grenoble>Savoie>Chambéry;45.56676;5.9175;0730858L;;Q2496158;01/10/1979;Décret n° 79-562 du 27 juin 1979 portant transformation en université du centre universitaire de Chambéry;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000000338381/;73065;Chambéry;UU73601;Chambéry;D073;Savoie;A08;Grenoble;R84;Auvergne-Rhône-Alpes;R82;Rhône-Alpes;;27 rue Marcoz;;;73000;Chambéry;France;11637;11885;12476;12483;12482;12842;12936;13196;13276.0;13733.0;14154.0;14037.0;13505.0
6a498;Casa de Velázquez de Madrid;;CVZ;Autre établissement;;public;Étranger>Madrid;40.44138;-3.73045;1340004B;;Q2470271;1929;;;;Madrid;;Madrid;D999;Étranger;A00;Étranger;R99;Étranger;R99;Étranger;Ciudad universitaria;C/ de Paul Guinard, 3;;;28040;Madrid;Espagne;;;;;;;;;;;;;
2rXuC;École des hautes études commerciales de Paris;HEC Paris;;École;;privé;Île-de-France>Versailles>Yvelines>Paris>Jouy-en-Josas;48.757325;2.169014;0783054W;;Q273535;1881;;;78322;Jouy-en-Josas;UU00851;Paris;D078;Yvelines;A25;Versailles;R11;Île-de-France;R11;Île-de-France;;1 Rue de la Libération;;;78350;Jouy-en-Josas;France;;;;;;;;;;;;;
Hq9dm;École nationale supérieure de création industrielle - Les Ateliers;Ensci-Les Ateliers;;École;;public;Île-de-France>Paris>Paris 8e;48.8584;2.36934;0754585B;;Q870925;08/11/1982;;;75108;Paris 8e;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;R11;Île-de-France;;48  RUE SAINT SABIN;;;75011;PARIS;France;;;;;;;;;;;;;
NmN4R;École supérieure de chimie organique et minérale;;ESCOM;École;;privé;Hauts-de-France>Amiens>Oise>Compiègne;49.40196;2.80246;"0602099F;0951803U";;Q3578426;21/06/1969;;;60159;Compiègne;UU60502;Compiègne;D060;Oise;A20;Amiens;R32;Hauts-de-France;R22;Picardie;;1 allée du Réseau Jean-Marie Buckmaster;;;60200;Compiègne;France;;;;;;;;;;;;;
0347i;École supérieure d'ingénieurs des travaux de la construction de Metz;ESITC de Metz;ESITC Metz;École;;privé;Grand Est>Nancy-Metz>Moselle>Metz;49.10042;6.21616;0573389Z;;Q3578417;1992;;;57463;Metz;UU57701;Metz;D057;Moselle;A12;Nancy-Metz;R44;Grand Est;R41;Lorraine;;6 rue Marconi;;;57070;Metz;France;;;;;;;;;;;;;
OZUAy;École supérieure d'ingénieurs en génie électrique;ESIGELEC;;École;;privé;Normandie>Seine-Maritime>Rouen>Saint-Étienne-du-Rouvray;49.38364;1.07715;0762378X;;Q17672767;1901;;;76575;Saint-Étienne-du-Rouvray;UU00755;Rouen;D076;Seine-Maritime;A70;Normandie;R28;Normandie;R23;Haute-Normandie;;Avenue Galilée;Technopôle du Madrillet;BP 10024;76801;Saint-Étienne-du-Rouvray;France;;;;;;;;;;;;;
ylVkq;École supérieure d'ingénieurs Léonard-de-Vinci;ESILV;;École;;privé;Île-de-France>Versailles>Hauts-de-Seine>Paris>Courbevoie;48.896387417065654;2.236399054527283;0922563L;;Q3578408;1994;;;92026;Courbevoie;UU00851;Paris;D092;Hauts-de-Seine;A25;Versailles;R11;Île-de-France;R11;Île-de-France;Pôle universitaire Léonard-de-Vinci;12 avenue Léonard de Vinci;;;92916;Paris La Défense CEDEX;France;;;;;;;;;;;;;
YzNA8;ESIEE-IT;;;École;;privé;Île-de-France>Versailles>Val-d'Oise>Paris>Pontoise;49.043554;2.081926;0952291Z;;;01/09/2020;;;95500;Pontoise;UU00851;Paris;D095;Val-d'Oise;A25;Versailles;R11;Île-de-France;R11;Île-de-France;;8, Rue Pierre de Coubertin;;;95300;Pontoise;France;;;;;;;;;;;;;
9xlel;Le Mans Université;;LMU;Université;Université pluridisciplinaire hors santé;public;Pays de la Loire>Nantes>Sarthe>Le Mans;48.0148;0.159251;0720916E;;Q834825;01/10/1977;Décret n° 77-458 du 20 avril 1977 relatif à la transformation du centre universitaire du Mans en université de plein exercice;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000000883893/;72181;Le Mans;UU72701;Le Mans;D072;Sarthe;A17;Nantes;R52;Pays de la Loire;R52;Pays de la Loire;;Avenue Olivier Messiaen;;;72085;Le Mans CEDEX 9;France;9763;9771;9937;9799;9177;9144;8985;9430;9709.0;10029.0;10524.0;10262.0;9823.0
NLCOF;Université de Corse Pasquale Paoli;Université Corse;;Université;Université pluridisciplinaire avec santé;public;Corse>Haute-Corse>Corte;42.30048;9.15328;7200664J;;Q335841;01/12/1975;Décret n° 75-1027 du 6 novembre 1975 portant création de l'université de Corse;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000000500642/;2B096;Corte;UU2B202;Corte;D02B;Haute-Corse;A27;Corse;R94;Corse;R94;Corse;Bâtiment Jean-Toussaint Desanti;Avenue du 9 septembre;;;20250;Corte;France;3801;3719;3757;3959;3993;3982;3986;4139;4181.0;4274.0;4392.0;4475.0;4130.0
6G2TU;Université Paris 1 - Panthéon Sorbonne;Paris 1;;Université;Université tertiaire - droit et économie;public;Île-de-France>Paris>Paris 5e;48.8468;2.34488;0751717J;;Q999763;01/01/1971;Décret du 23 décembre 1970 portant érection d'universités et instituts nationaux polytechniques en établissements publics à caractère scientifique et culturel;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000000850542/;75105;Paris 5e;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;R11;Île-de-France;;12 place du Panthéon;;;75231;Paris CEDEX 05;France;35593;36504;36128;36934;36130;35758;35688;36768;38283.0;38515.0;39858.0;40413.0;39285.0
jkHTu;Institut national du service public;;INSP;École;;public;Grand Est>Strasbourg>Bas-Rhin>Strasbourg;48.581336;7.737568;"0753463G;0672678X";0672678X;Q109039648;03/12/2021;Décret n° 2021-1556 du 1er décembre 2021 relatif à l'organisation et au fonctionnement de l'Institut national du service public;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000044394909/;67482;Strasbourg;UU67701;Strasbourg;D067;Bas-Rhin;A15;Strasbourg;R44;Grand Est;R42;Alsace;;1 Rue Sainte-Marguerite;;;67000;Strasbourg;France;;;;;;;;;;;;;
lfdJH;École nationale supérieure des sciences agronomiques de Bordeaux Aquitaine;Bordeaux Sciences Agro;BSA;École;;public;Nouvelle-Aquitaine>Bordeaux>Gironde>Bordeaux>Gradignan;44.792718;-0.608576;0330203S;;Q3578255;05/07/1963;Décret n° 63-637 du 28 juin 1963 créant l'École nationale d'ingénieurs des travaux agricoles de Bordeaux;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000000869934/;33192;Gradignan;UU33701;Bordeaux;D033;Gironde;A04;Bordeaux;R75;Nouvelle-Aquitaine;R72;Aquitaine;;1 cours du Général de Gaulle;;CS 40201;33175;Gradignan CEDEX;France;;;;;;;;;;;;;
I4SPK;École nationale supérieure d'ingénieurs de Caen;ENSI Caen;ENSICAEN;École;;public;Normandie>Calvados>Caen;49.21467;-0.36735;0141720U;;Q3578208;1976;;;14118;Caen;UU14701;Caen;D014;Calvados;A70;Normandie;R28;Normandie;R25;Basse-Normandie;;6 boulevard Maréchal Juin;;CS 45053;14050;Caen CEDEX 4;France;685;680;701;707;727;716;716;705;751.0;785.0;796.0;845.0;818.0
WsNr7;École supérieure des technologies industrielles avancées;ESTIA;;École;;privé;Nouvelle-Aquitaine>Bordeaux>Pyrénées-Atlantiques>Bayonne>Bidart;43.44613;-1.55395;0641923T;;Q3578510;1996;;;64125;Bidart;UU00751;Bayonne;D064;Pyrénées-Atlantiques;A04;Bordeaux;R75;Nouvelle-Aquitaine;R72;Aquitaine;;90 allée Fauste d’Elhuyar;;;64210;Bidart;France;;;;;;;;;;;;;
78FKM;École supérieure du bois;ESB Nantes;ESB;École;;privé;Pays de la Loire>Nantes>Loire-Atlantique>Nantes;47.284;-1.514663;0442278M;;Q3578509;01/01/1934;;;44109;Nantes;UU44701;Nantes;D044;Loire-Atlantique;A17;Nantes;R52;Pays de la Loire;R52;Pays de la Loire;;9 RUE CHRISTIAN PAUC;CHANTRERIE;BP10605;44306;NANTES CEDEX 3;France;;;;;;;;;;;;;
6mwS3;Institut supérieur d'agriculture de Lille;ISA Lille;;École;;privé;Hauts-de-France>Lille>Nord>Lille;50.63380812638809;3.046694397926331;0590343C;;Q3117452;01/01/1963;;;59350;Lille;UU59702;Lille;D059;Nord;A09;Lille;R32;Hauts-de-France;R31;Nord-Pas-de-Calais;;48 Boulevard Vauban;;;59046;Lille CEDEX;France;;;;;;;;;;;;;
8CElz;Rennes School of Business;Rennes SB;;École;;privé;Bretagne>Rennes>Ille-et-Vilaine>Rennes;48.127773;-1.69295;0352305R;;Q3578440;1990;;;35238;Rennes;UU35701;Rennes;D035;Ille-et-Vilaine;A14;Rennes;R53;Bretagne;R53;Bretagne;;2 rue Robert d’Arbrissel;;CS 76522;35065;RENNES CEDEX;France;;;;;;;;;;;;;
Mz90U;Université Bordeaux Montaigne;;UBM;Université;Université tertiaire - lettres et sciences Humaines;public;Nouvelle-Aquitaine>Bordeaux>Gironde>Bordeaux>Pessac;44.8015;-0.615058;0331766R;;Q13342;01/01/1971;Décret du 23 décembre 1970 portant érection d'universités et instituts nationaux polytechniques en établissements publics à caractère scientifique et culturel;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000000850542/;33318;Pessac;UU33701;Bordeaux;D033;Gironde;A04;Bordeaux;R75;Nouvelle-Aquitaine;R72;Aquitaine;;Domaine Universitaire;;;33607;Pessac Cedex;France;15208;14512;14203;14216;14563;14632;14135;15093;15422.0;15301.0;15603.0;15659.0;14139.0
90I54;Université de Bordeaux;UBx;;Université;Université pluridisciplinaire avec santé;public;Nouvelle-Aquitaine>Bordeaux>Gironde>Bordeaux>Talence;44.809966;-0.596578;0333298F;"0332929E;0331764N;0331765P";Q13344;01/01/2014;Décret n° 2013-805 du 3 septembre 2013 portant création de l'Université de Bordeaux;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000027927174/;33522;Talence;UU33701;Bordeaux;D033;Gironde;A04;Bordeaux;R75;Nouvelle-Aquitaine;R72;Aquitaine;;351 cours de la Libération;;;33405;Talence CEDEX;France;;;;46145;46553;48265;48892;49129;49286.0;48598.0;46799.0;46833.0;45065.0
3Z5e6;Université Gustave Eiffel;;UGE;Université;Université pluridisciplinaire hors santé;public;Île-de-France>Créteil>Seine-et-Marne>Paris>Champs-sur-Marne;48.83915;2.58747;0772894C;"0772502B;0932056E;0772765M";Q65153823;01/01/2020;Décret n° 2019-1360 du 13 décembre 2019 portant création de l'Université Gustave Eiffel et approbation de ses statuts;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000039508816/;77083;Champs-sur-Marne;UU00851;Paris;D077;Seine-et-Marne;A24;Créteil;R11;Île-de-France;R11;Île-de-France;;5 boulevard Descartes;;;77420;Champs-sur-Marne;France;;;;;;;;;;15367.0;15693.0;15888.0;15057.0
73Oaz;Junia;;;École;;privé;Hauts-de-France>Lille>Nord>Lille;50.63385;3.04665;0597165T;;;2013;;;59350;Lille;UU59702;Lille;D059;Nord;A09;Lille;R32;Hauts-de-France;R31;Nord-Pas-de-Calais;;2 rue Norbert Ségard;;;59046;Lille;France;;;;;;;;;;;;;
xMWFa;CESI;;CESI;École;;privé;Île-de-France>Versailles>Hauts-de-Seine>Paris>Puteaux;48.88976;2.24012;"0922455U;0755372G";;Q30255548;09/11/1958;;;92062;Puteaux;UU00851;Paris;D092;Hauts-de-Seine;A25;Versailles;R11;Île-de-France;R11;Île-de-France;Tour PB5;1 avenue du Général de Gaulle;;;92074;Paris La Défense;France;;;;;;;;;;;;;
csUhz;École nationale supérieure d’architecture de Versailles;ENSA-V;;École;;public;Île-de-France>Versailles>Yvelines>Paris>Versailles;48.8008;2.12753;0780412Z;;Q1050988;1969;;;78646;Versailles;UU00851;Paris;D078;Yvelines;A25;Versailles;R11;Île-de-France;R11;Île-de-France;;5 avenue DE SCEAUX;PETITES ECURIES DU ROI;BP 674;78006;VERSAILLES CEDEX;France;;;;;;;;;;;;;
ZOGe5;École nationale supérieure de paysage;ENSP;;École;;public;Île-de-France>Versailles>Yvelines>Paris>Versailles;48.799059;2.123464;0782019W;;Q3578260;1976;;;78646;Versailles;UU00851;Paris;D078;Yvelines;A25;Versailles;R11;Île-de-France;R11;Île-de-France;;10 rue du Maréchal-Joffre;;;78000;VERSAILLES;France;;;;;;;;;;;;;
xX50H;École nationale supérieure du pétrole et des moteurs;IFP school;;École;;public;Île-de-France>Versailles>Hauts-de-Seine>Paris>Rueil-Malmaison;48.877622;2.172404;0920815L;;Q2732297;13/10/1954;;;92063;Rueil-Malmaison;UU00851;Paris;D092;Hauts-de-Seine;A25;Versailles;R11;Île-de-France;R11;Île-de-France;;228 AVENUE NAPOLEON BONAPARTE;;;92852;RUEIL MALMAISON CEDEX;France;;;;;;;;;;;;;
HqgFy;École supérieure d'arts et médias de Caen - Cherbourg;ÉSAM Caen/Cherbourg;;École;;public;Normandie>Calvados>Caen;49.180866;-0.346302;0141432F;;Q3578397;2011;;;14118;Caen;UU14701;Caen;D014;Calvados;A70;Normandie;R28;Normandie;R25;Basse-Normandie;;17  COURS CAFFARELLI;;;14000;CAEN;France;;;;;;;;;;;;;
7Gzub;Université Jean Moulin - Lyon 3;Lyon III;;Université;Université tertiaire - droit et économie;public;Auvergne-Rhône-Alpes>Lyon>Rhône>Lyon>Lyon 8e;45.747027;4.860547;0692437Z;;Q4027;28/07/1973;Décret no 73-738 du 26 juillet 1973 portant création des universités Lyon-II et Lyon-III;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000000500622/;69388;Lyon 8e;UU00760;Lyon;D069;Rhône;A10;Lyon;R84;Auvergne-Rhône-Alpes;R82;Rhône-Alpes;;1C avenue des Frères Lumière;;CS 78242;69372;Lyon CEDEX 08;France;22590;23610;24652;25340;25334;26452;26972;26969;27336.0;25710.0;25219.0;25559.0;25035.0
YgZl6;Centre de ressources, d'expertise et de performance sportives de Toulouse;CREPS Toulouse;;École;;public;Occitanie>Toulouse>Haute-Garonne>Toulouse;43.56992;1.47394;0312561R;;Q54409652;;;;31555;Toulouse;UU00758;Toulouse;D031;Haute-Garonne;A16;Toulouse;R76;Occitanie;R73;Midi-Pyrénées;CREPS TOULOUSE;1  AVENUE EDOUARD BELIN;;BP 4373;31055;TOULOUSE CEDEX 4;France;;;;;;;;;;;;;
nikMz;École des hautes études commerciales du nord;Edhec;;École;;privé;Hauts-de-France>Lille>Nord>Lille>Roubaix;50.67306;3.16605;0590350K;;Q769040;1906;;;59512;Roubaix;UU59702;Lille;D059;Nord;A09;Lille;R32;Hauts-de-France;R31;Nord-Pas-de-Calais;;24 avenue Gustave Delory;;;59057;Roubaix CEDEX 1;France;;;;;;;;;;;;;
8QDvM;École d'ingénieurs des sciences aérospatiales;ELISA;;École;;privé;Nouvelle-Aquitaine>Bordeaux>Gironde>Bordeaux>Saint-Jean-d'Illac;44.800616;-0.777097;"0333415H;0022134J";;Q65162999;2009;;;33422;Saint-Jean-d'Illac;UU33701;Bordeaux;D033;Gironde;A04;Bordeaux;R75;Nouvelle-Aquitaine;R72;Aquitaine;;Allée des Charbonnières;;;33127;Saint-Jean-d'Illac;France;;;;;;;;;;;;;
JQKHK;École nationale de l'aviation civile;ENAC;ENAC;Grand établissement;;public;Occitanie>Toulouse>Haute-Garonne>Toulouse;43.565904;1.480601;0311256X;;Q174335;28/08/1949;;;31555;Toulouse;UU00758;Toulouse;D031;Haute-Garonne;A16;Toulouse;R76;Occitanie;R73;Midi-Pyrénées;;7 avenue Edouard Belin;;CS 54005;31055;Toulouse CEDEX 4;France;;;;;;;;;;;;;
ZgGP9;École nationale supérieure d'architecture de Strasbourg;ENSAS;ENSAS;École;;public;Grand Est>Strasbourg>Bas-Rhin>Strasbourg;48.58582;7.73711;0670186N;;Q3578190;1922;;;67482;Strasbourg;UU67701;Strasbourg;D067;Bas-Rhin;A15;Strasbourg;R44;Grand Est;R42;Alsace;;6-8 boulevard du Président Wilson;;BP 10037;67068;STRASBOURG CEDEX;France;;;;;;;;;;;;;
fHgMV;École supérieure angevine en informatique et productique;ESAIP;;École;;privé;Pays de la Loire>Nantes>Maine-et-Loire>Angers>Saint-Barthélemy-d'Anjou;47.46355710615347;-0.49745321273803716;0492246A;;Q3578372;1987;;;49267;Saint-Barthélemy-d'Anjou;UU49701;Angers;D049;Maine-et-Loire;A17;Nantes;R52;Pays de la Loire;R52;Pays de la Loire;;18 rue du 8 mai 1945;;BP 80022;49124;Saint-Barthélemy-d'Anjou;France;;;;;;;;;;;;;
67Ocz;Haute école des arts du Rhin;HEAR;HEAR;École;;public;Grand Est>Strasbourg>Bas-Rhin>Strasbourg;48.582371;7.759293;0673048Z;;Q21041502;01/01/2011;;;67482;Strasbourg;UU67701;Strasbourg;D067;Bas-Rhin;A15;Strasbourg;R44;Grand Est;R42;Alsace;;1 rue de l'Académie;;CS10032;67082;STRASBOURG CEDEX;France;;;;;;;;;;;;;
pgd9B;Institut catholique de Lille;;ICL;École;;privé;Hauts-de-France>Lille>Nord>Lille;50.6330901906103;3.0467104911804204;"0594617Y;0590344D";;Q1477551;1973;;;59350;Lille;UU59702;Lille;D059;Nord;A09;Lille;R32;Hauts-de-France;R31;Nord-Pas-de-Calais;;60 boulevard Vauban;;BP 109;59016;Lille CEDEX;France;;;;;;;;;;;;;
8k41p;Institut national des sciences appliquées de Lyon;INSA de Lyon;INSA Lyon;École;;public;Auvergne-Rhône-Alpes>Lyon>Rhône>Lyon>Villeurbanne;45.78262388935692;4.878010153770448;0690192J;;Q1633859;12/11/1957;;;69266;Villeurbanne;UU00760;Lyon;D069;Rhône;A10;Lyon;R84;Auvergne-Rhône-Alpes;R82;Rhône-Alpes;;20 avenue Albert Einstein;;;69621;Villeurbanne Cedex;France;5639;5779;5800;5836;5927;6048;5950;6134;6208.0;6224.0;5958.0;6052.0;6067.0
l4myZ;Institut protestant de théologie;IPT;;École;;privé;Île-de-France>Paris>Paris 14e;48.834229;2.337221;0753605L;;Q3064314;1877;;;75114;Paris 14e;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;R11;Île-de-France;;83 boulevard Arago;;;75014;Paris;France;;;;;;;;;;;;;
OJZ4a;Université de Haute-Alsace;;UHA;Université;Université pluridisciplinaire hors santé;public;Grand Est>Strasbourg>Haut-Rhin>Mulhouse;47.7323;7.31485;0681166Y;;Q280183;10/10/1975;Décret n°75-912 du 8 octobre 1975 portant création de l'université du Haut-Rhin;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000000853574/;68224;Mulhouse;UU68701;Mulhouse;D068;Haut-Rhin;A15;Strasbourg;R44;Grand Est;R42;Alsace;;2 rue des Frères Lumière;;;68093;Mulhouse CEDEX;France;7947;7743;7536;7436;7688;7923;8064;9376;10029.0;10237.0;10315.0;10029.0;9745.0
cEt92;Université de La Réunion;;UR;Université;Université pluridisciplinaire avec santé;public;La Réunion>Saint-Denis;-20.9019;55.4843;9740478B;;Q834819;01/10/1982;Décret n° 82-907 du 15 octobre 1982 portant transformation en université du centre universitaire de la Réunion;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000000515804/;97411;Saint-Denis;UU9D603;Saint-Denis;D974;La Réunion;A28;La Réunion;R04;La Réunion;R04;La Réunion;;15 avenue René Cassin;;CS 92003;97744;Saint-Denis Cedex9;France;11651;11593;12202;12836;13109;14059;14173;14406;15153.0;15924.0;17495.0;17042.0;16932.0
G4572;Université de Rouen Normandie;;UNIROUEN;Université;Université pluridisciplinaire avec santé;public;Normandie>Seine-Maritime>Rouen>Mont-Saint-Aignan;49.4583;1.06895;0761904G;;Q494247;01/01/1971;Décret n° 70-1174 du 17 décembre 1970 portant érection en établissements publics à caractère scientifique et culturel d'universités et centres universitaires;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000000511402/;76451;Mont-Saint-Aignan;UU00755;Rouen;D076;Seine-Maritime;A70;Normandie;R28;Normandie;R23;Haute-Normandie;;1 rue Thomas Becket;;;76821;Mont-Saint-Aignan CEDEX;France;23861;23994;25066;26042;26707;28017;29007;29474;29811.0;30657.0;32002.0;32390.0;31754.0
gap5Q;Université Toulouse Capitole;UT Capitole;;Université;Université tertiaire - droit et économie;public;Occitanie>Toulouse>Haute-Garonne>Toulouse;43.606087;1.438184;0313124C;0311382J;;10/12/2022;Décret n° 2022-1536 du 8 décembre 2022 portant création de l'Université Toulouse Capitole et approbation de ses statuts;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000046711400;31555;Toulouse;UU00758;Toulouse;D031;Haute-Garonne;A16;Toulouse;R76;Occitanie;R73;Midi-Pyrénées;;2 Rue du Doyen Gabriel Marty;;;31000;Toulouse cedex 9;France;;;;;;;;;;;;;18964.0
u82xd;Université de technologie Tarbes Occitanie Pyrénées;;UTTOP;École;;public;Occitanie>Toulouse>Hautes-Pyrénées>Tarbes;43.225181;0.05325;0651124U;;Q124412825;27/11/2023;;;65440;Tarbes;UU65501;Tarbes;D065;Hautes-Pyrénées;A16;Toulouse;R76;Occitanie;R73;Midi-Pyrénées;;47 avenue d'Azereix;;BP 1629;65016;Tarbes CEDEX;France;;;;;;;;;;;;;
NxIiH;École spéciale de mécanique et d'électricité;ESME Sudria;ESME;École;;privé;Île-de-France>Créteil>Val-de-Marne>Paris>Ivry-sur-Seine;48.81413;2.392969;"0753574C;0941953M";;Q1572655;1905;;;94041;Ivry-sur-Seine;UU00851;Paris;D094;Val-de-Marne;A24;Créteil;R11;Île-de-France;R11;Île-de-France;;38 RUE MOLIERE;;;94200;IVRY SUR SEINE;France;;;;;;;;;;;;;
xRH6D;Institut catholique de Vendée;ICES;ICES;École;;privé;Pays de la Loire>Nantes>Vendée>La Roche-sur-Yon;46.67251;-1.41955;0851415B;;Q3151861;01/01/1990;;;85191;La Roche-sur-Yon;UU85501;La Roche-sur-Yon;D085;Vendée;A17;Nantes;R52;Pays de la Loire;R52;Pays de la Loire;;17 boulevard des Belges;;BP 691;85017;La Roche-sur-Yon CEDEX;France;;;;;;;;;;;;;
dj88d;Institut national des sciences appliquées de Toulouse;INSA de Toulouse;INSA Toulouse;École;;public;Occitanie>Toulouse>Haute-Garonne>Toulouse;43.56960616644996;1.4677691459655764;0310152X;;Q858979;29/11/1961;;;31555;Toulouse;UU00758;Toulouse;D031;Haute-Garonne;A16;Toulouse;R76;Occitanie;R73;Midi-Pyrénées;;135 avenue de Rangueil;;;31077;Toulouse CEDEX 04;France;2573;2714;2720;2755;2871;2823;2833;2953;3032.0;3023.0;3054.0;3052.0;3077.0
atbEK;La Rochelle Université;Université La Rochelle;;Université;Université pluridisciplinaire hors santé;public;Nouvelle-Aquitaine>Poitiers>Charente-Maritime>La Rochelle;46.14774;-1.15504;0171463Y;;Q1500822;22/01/1993;Décret n° 93-77 du 20 janvier 1993 portant création et organisation provisoire de l'université de La Rochelle;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000000726433/;17300;La Rochelle;UU17601;La Rochelle;D017;Charente-Maritime;A13;Poitiers;R75;Nouvelle-Aquitaine;R54;Poitou-Charentes;Technoforum;23 avenue Albert Einstein;;BP 33060;17031;La Rochelle;France;7356;7525;7344;7317;7382;7837;8051;8201;8134.0;8281.0;8154.0;8193.0;7702.0
t6Cq5;Université de Lorraine;;UL;Grand établissement;Université pluridisciplinaire avec santé;public;Grand Est>Nancy-Metz>Meurthe-et-Moselle>Nancy;48.69614438320864;6.176607012748719;0542493S;"0541508W;0572081C;0541507V";Q4173330;01/01/2012;Décret n° 2011-1169 du 22 septembre 2011 portant création de l'université de Lorraine;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000024583895/;54395;Nancy;UU54701;Nancy;D054;Meurthe-et-Moselle;A12;Nancy-Metz;R44;Grand Est;R41;Lorraine;;34 cours Léopold;;;54052;Nancy CEDEX;France;;51551;51354;52192;54624;57109;58779;59405;59976.0;60891.0;63049.0;61099.0;57871.0
cqyN7;Université Sorbonne Paris Nord;;USPN;Université;Université pluridisciplinaire avec santé;public;Île-de-France>Créteil>Seine-Saint-Denis>Paris>Villetaneuse;48.95793;2.34071;0931238R;;Q1780212;01/01/1971;Décret n° 70-1174 du 17 décembre 1970 portant érection en établissements publics à caractère scientifique et culturel d'universités et centres universitaires;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000000511402/;93079;Villetaneuse;UU00851;Paris;D093;Seine-Saint-Denis;A24;Créteil;R11;Île-de-France;R11;Île-de-France;;99 avenue Jean-Baptiste Clément;;;93430;Villetaneuse;France;21179;21866;20990;20822;20283;20539;20335;20299;21348.0;21592.0;22572.0;22524.0;21942.0
