etablissement_id_paysage;uo_lib;nom_court;sigle;type_d_etablissement;typologie_d_universites_et_assimiles;secteur_d_etablissement;localisation;LAT;LONG;uai;anciens_codes_uai;identifiant_wikidata;date_creation;texte_de_ref_creation_lib;texte_de_ref_creation;com_code;com_nom;uucr_id;uucr_nom;dep_id;dep_nom;aca_id;aca_nom;reg_id;reg_nom;reg_id_old;reg_nom_old;mention_distribution;adresse_uai;lieu_dit_uai;boite_postale_uai;code_postal_uai;localite_acheminement_uai;pays_etranger_acheminement;inscrits_2010;inscrits_2011;inscrits_2012;inscrits_2013;inscrits_2014;inscrits_2015;inscrits_2016;inscrits_2017;inscrits_2018;inscrits_2019;inscrits_2020;inscrits_2021;inscrits_2022
tdEpy;École nationale supérieure de l'électronique et de ses applications de Cergy;;ENSEA;École;;public;Île-de-France>Versailles>Val-d'Oise>Paris>Cergy;49.03937306943779;2.0727896690368657;0951376E;;Q2707341;1975;;;95127;Cergy;UU00851;Paris;D095;Val-d'Oise;A25;Versailles;R11;Île-de-France;R11;Île-de-France;;6 avenue du Ponceau;;;95014;Cergy Pontoise CEDEX;France;798;821;809;826;837;861;878;869;850.0;837.0;864.0;874.0;840.0
qjZCR;École pour l'informatique et les techniques avancées;EPITA;;École;;privé;Île-de-France>Créteil>Val-de-Marne>Paris>Le Kremlin-Bicêtre;48.815598;2.362943;0942095S;;Q1702850;1984;;;94043;Le Kremlin-Bicêtre;UU00851;Paris;D094;Val-de-Marne;A24;Créteil;R11;Île-de-France;R11;Île-de-France;;14 rue Voltaire;;;94276;LE KREMLIN BICETRE CEDEX;France;;;;;;;;;;;;;
dQaK0;Sciences Po Toulouse;IEP de Toulouse;IEP Toulouse;Autre établissement;;public;Occitanie>Toulouse>Haute-Garonne>Toulouse;43.605603;1.431672;0310133B;;Q1664755;04/05/1948;;;31555;Toulouse;UU00758;Toulouse;D031;Haute-Garonne;A16;Toulouse;R76;Occitanie;R73;Midi-Pyrénées;;21 allée de Brienne;;;31000;Toulouse;France;1587;1592;1542;1543;1447;1477;1428;1444;1406.0;1453.0;1474.0;1591.0;1635.0
Z2FY5;Université de la Nouvelle-Calédonie;;UNC;Université;Université pluridisciplinaire hors santé;public;Collectivités d'outre-mer>Nouvelle-Calédonie>Nouméa;-22.26356;166.40405;9830445S;9840303G;Q734332;02/06/1999;Décret no 99-445 du 31 mai 1999 portant création de l'université de la Polynésie française et de l'université de la Nouvelle-Calédonie;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000000394929/;98818;Nouméa;TOM98818;Nouméa;D988;Nouvelle-Calédonie;A40;Nouvelle-Calédonie;R00;Collectivités d'outre-mer;R00;Collectivités d'outre-mer;Campus de Nouville;145 avenue James Cook;;BP R4;98851;Nouméa CEDEX;France;2528;2392;2481;2618;2854;2854;2966;3098;3009.0;3260.0;3611.0;3621.0;3436.0
cqkij;Université de Tours;Université Tours;;Université;Université pluridisciplinaire avec santé;public;Centre-Val de Loire>Orléans-Tours>Indre-et-Loire>Tours;47.38376;0.67367;0370800U;;Q494335;01/01/1971;Décret n° 70-1174 du 17 décembre 1970 portant érection en établissements publics à caractère scientifique et culturel d'universités et centres universitaires;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000000511402/;37261;Tours;UU37701;Tours;D037;Indre-et-Loire;A18;Orléans-Tours;R24;Centre-Val de Loire;R24;Centre-Val de Loire;;60 rue du Plat d'Étain;;BP 12050;37020;Tours CEDEX 1;France;21850;22545;23068;22907;23482;23518;24185;24938;25172.0;25637.0;26197.0;26413.0;24394.0
z3hdL;Université des Antilles;;;Université;Université pluridisciplinaire avec santé;public;Guadeloupe>Pointe-à-Pitre-Les Abymes>Pointe-à-Pitre;16.22505;-61.53016;9710585J;9710585J;Q16682075;01/01/2015;LOI n° 2015-737 du 25 juin 2015 portant transformation de l'université des Antilles et de la Guyane en université des Antilles, ratifiant diverses ordonnances relatives à l'enseignement supérieur et à la recherche et portant diverses dispositions relatives à l'enseignement supérieur;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000030784348/;97120;Pointe-à-Pitre;UU9A701;Pointe-à-Pitre-Les Abymes;D971;Guadeloupe;A32;Guadeloupe;R01;Guadeloupe;R01;Guadeloupe;;;Campus universitaire de Fouillole;BP 250;97157;Pointe-à-Pitre CEDEX;France;;;;;10650;11089;10673;10755;10651.0;10985.0;12067.0;12135.0;11281.0
RN4E6;Université d'Évry-Val-d'Essonne;;UEVE;Université;Université pluridisciplinaire hors santé;public;Île-de-France>Versailles>Essonne>Paris>Évry-Courcouronnes;48.62425;2.42738;0911975C;;Q1531014;26/07/1991;Décret no 91-707 du 22 juillet 1991 portant création et organisation provisoire de l'université d'Evry-Val d'Essonne;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000000539149/;91228;Évry-Courcouronnes;UU00851;Paris;D091;Essonne;A25;Versailles;R11;Île-de-France;R11;Île-de-France;;Boulevard François Mitterrand;;;91000;Évry-Courcouronnes;France;9443;9539;9270;8780;9044;9691;8493;8877;9238.0;9461.0;7116.0;6958.0;6328.0
Dy569;ISEN Yncréa Méditerranée;Yncréa Méditerranée;;École;;privé;Provence-Alpes-Côte d'Azur>Nice>Var>Toulon;43.12073;5.93921;0831458J;;Q51652036;;;;83137;Toulon;UU00757;Toulon;D083;Var;A23;Nice;R93;Provence-Alpes-Côte d'Azur;R93;Provence-Alpes-Côte d'Azur;Maison du Numérique et de l’Innovation;Place Georges Pompidou;;;83000;Toulon;France;;;;;;;;;;;;;
hSppL;Audencia Business School;Audencia;;École;;privé;Pays de la Loire>Nantes>Loire-Atlantique>Nantes;47.20614754106199;-1.5749502182006836;0440112H;;Q1968395;1900;;;44109;Nantes;UU44701;Nantes;D044;Loire-Atlantique;A17;Nantes;R52;Pays de la Loire;R52;Pays de la Loire;;4 rue Bisson;;BP90517;44105;Nantes CEDEX 4;France;;;;;;;;;;;;;
y52D7;École des hautes études en sciences sociales;;EHESS;Grand établissement;;public;Île-de-France>Paris>Paris 6e;48.850176;2.326849;0753742K;;Q273518;23/01/1975;;;75106;Paris 6e;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;R11;Île-de-France;;54 boulevard Raspail;;;75006;PARIS;France;2689;2733;2576;2712;2773;2845;3026;3153;3085.0;2970.0;2917.0;2753.0;2613.0
ZCWyO;École nationale supérieure de formation de l’enseignement agricole;;ENSFEA;École;;public;Occitanie>Toulouse>Haute-Garonne>Toulouse>Castanet-Tolosan;43.534875;1.486908;0310143M;;Q3578119;;;;31113;Castanet-Tolosan;UU00758;Toulouse;D031;Haute-Garonne;A16;Toulouse;R76;Occitanie;R73;Midi-Pyrénées;;2 route de Narbonne;AUZEVILLE-TOLOSANE;BP 82687;31326;CASTANET TOLOSAN CEDEX;France;;;;;;;;;;;;;
FIi41;École supérieure d'art et design Le Havre-Rouen;ESADHaR;;École;;public;Normandie>Seine-Maritime>Rouen;49.44816;1.13727;0762687H;;Q21427194;;;;76540;Rouen;UU00755;Rouen;D076;Seine-Maritime;A70;Normandie;R28;Normandie;R23;Haute-Normandie;;2  RUE GIUSEPPE VERDI;;;76000;ROUEN;France;;;;;;;;;;;;;
Q6uOU;BUILDERS École d'ingénieurs;BUILDERS Caen;;École;;privé;Normandie>Calvados>Caen>Épron;49.2163;-0.366436;0142182W;;Q3578414;1993;;;14242;Épron;UU14701;Caen;D014;Calvados;A70;Normandie;R28;Normandie;R25;Basse-Normandie;Campus 2;1 rue Pierre et Marie Curie;;;14610;Épron;France;;;;;;;;;;;;;
Bf1tY;Hautes études d'ingénieur;;HEI;École;;privé;Hauts-de-France>Lille>Nord>Lille;50.633728;3.04502;0590348H;0590353N;Q3128626;1885;;;59350;Lille;UU59702;Lille;D059;Nord;A09;Lille;R32;Hauts-de-France;R31;Nord-Pas-de-Calais;;13 rue de Toul;;BP 41290;59014;Lille CEDEX;France;;;;;;;;;;;;;
IAJOc;Skema Business School;Skema;;École;;privé;Hauts-de-France>Lille>Nord>Lille;50.63642;3.07581;0590346F;;Q3486229;18/11/2009;;;59350;Lille;UU59702;Lille;D059;Nord;A09;Lille;R32;Hauts-de-France;R31;Nord-Pas-de-Calais;;Avenue Willy Brandt;;;59777;Euralille;France;;;;;;;;;;;;;
5cZyU;Université Paris Cité;UP Cité;;Université;Université scientifique et/ou médicale;public;Île-de-France>Paris>Paris 6e;48.851906;2.340105;0755976N;"0751721N;0751723R";Q55849612;22/03/2019;Décret n° 2019-209 du 20 mars 2019 portant création de l'université de Paris et approbation de ses statuts;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000038252458/;75106;Paris 6e;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;R11;Île-de-France;;85 boulevard Saint-Germain;;;75006;Paris;France;;;;;;;;;;53979.0;51591.0;56099.0;58242.0
8j5s2;Université de Picardie Jules-Verne;;UPJV;Université;Université pluridisciplinaire avec santé;public;Hauts-de-France>Amiens>Somme>Amiens;49.87584;2.26446;0801344B;;Q947747;01/01/1971;Décret n° 70-1174 du 17 décembre 1970 portant érection en établissements publics à caractère scientifique et culturel d'universités et centres universitaires;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000000511402/;80021;Amiens;UU80601;Amiens;D080;Somme;A20;Amiens;R32;Hauts-de-France;R22;Picardie;;Chemin du Thil;;CS 52501;80025;AMIENS CEDEX 1;France;21803;22266;23046;23386;24478;26269;26931;27825;28303.0;28626.0;28441.0;28658.0;27267.0
57OsX;Université de Reims Champagne-Ardenne;URCA;URCA;Université;Université pluridisciplinaire avec santé;public;Grand Est>Reims>Marne>Reims;49.23278;4.00825;0511296G;;Q2496149;01/01/1971;Décret n° 70-1174 du 17 décembre 1970 portant érection en établissements publics à caractère scientifique et culturel d'universités et centres universitaires;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000000511402/;51454;Reims;UU51701;Reims;D051;Marne;A19;Reims;R44;Grand Est;R21;Champagne-Ardenne;;2 avenue Robert Schuman;;;51724;Reims CEDEX;France;21006;20798;21110;22454;23510;24890;23552;23364;23730.0;24431.0;25026.0;24780.0;23628.0
jHA81;Ecole de l'air et de l'espace;;;Grand établissement;;public;Provence-Alpes-Côte d'Azur>Aix-Marseille>Bouches-du-Rhône>Salon-de-Provence;43.624652;5.111764;0130230E;;Q3577870;1935;;;13103;Salon-de-Provence;UU13501;Salon-de-Provence;D013;Bouches-du-Rhône;A02;Aix-Marseille;R93;Provence-Alpes-Côte d'Azur;R93;Provence-Alpes-Côte d'Azur;BASE AERIENNNE 701;CHEMIN DE SAINT JEAN;;;13661;SALON AIR CEDEX;France;;;;;;;;;;;;;
1UWns;EIGSI La Rochelle;;EIGSI;École;;privé;Nouvelle-Aquitaine>Poitiers>Charente-Maritime>La Rochelle;46.13977;-1.15462;0171435T;;Q3577771;01/09/1990;;;17300;La Rochelle;UU17601;La Rochelle;D017;Charente-Maritime;A13;Poitiers;R75;Nouvelle-Aquitaine;R54;Poitou-Charentes;;26 rue de Vaux de Foletier;;;17041;La Rochelle CEDEX 1;France;;;;;;;;;;;;;
TSGYA;École française d'Extrême-Orient;;EFEO;Autre établissement;;public;Île-de-France>Paris>Paris 16e;48.86451;2.2922;0751794T;;Q273559;1898;;;75116;Paris 16e;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;R11;Île-de-France;;22 avenue du Président Wilson;;;75116;Paris;France;;;;;;;;;;;;;
44xxV;École nationale des ponts et chaussées;;ENPC;Grand établissement;;public;Île-de-France>Créteil>Seine-et-Marne>Paris>Champs-sur-Marne;48.8411;2.58822;"0772517T;0753501Y";;Q273523;1747;;;77083;Champs-sur-Marne;UU00851;Paris;D077;Seine-et-Marne;A24;Créteil;R11;Île-de-France;R11;Île-de-France;Cité Descartes;6 et 8 avenue Blaise Pascal;;;77455;Marne-la-Vallée CEDEX 2;France;;;;;;;;;;;;;
b2TCC;École nationale vétérinaire, agroalimentaire et de l'alimentation, Nantes-Atlantique;;ONIRIS;Grand établissement;;public;Pays de la Loire>Nantes>Loire-Atlantique>Nantes;47.28936365193973;-1.5242886543273928;0441916U;"0441916U;0441679L";Q3578268;01/01/2010;;;44109;Nantes;UU44701;Nantes;D044;Loire-Atlantique;A17;Nantes;R52;Pays de la Loire;R52;Pays de la Loire;;101 route de Gachet;;CS 40706;44307;Nantes CEDEX 03;France;;;;;;;;;;;;;
mMex4;Toulouse INP;Toulouse INP;INPT;École;;public;Occitanie>Toulouse>Haute-Garonne>Toulouse;43.55539;1.50391;0311381H;;Q3152453;1969;;;31555;Toulouse;UU00758;Toulouse;D031;Haute-Garonne;A16;Toulouse;R76;Occitanie;R73;Midi-Pyrénées;;6 allée Emile Monso;;BP 34038;31029;Toulouse CEDEX 4;France;3498;3559;3530;3616;3653;3681;3762;3751;3881.0;3988.0;4083.0;4158.0;4148.0
S88MV;Bordeaux INP;;IPB;Grand établissement;;public;Nouvelle-Aquitaine>Bordeaux>Gironde>Bordeaux>Talence;44.80572;-0.60506;0333232J;;Q3152470;01/04/2009;Décret n° 2009-329 du 25 mars 2009 créant l'Institut polytechnique de Bordeaux;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020439985/;33522;Talence;UU33701;Bordeaux;D033;Gironde;A04;Bordeaux;R75;Nouvelle-Aquitaine;R72;Aquitaine;;Avenue des facultés;;;33405;Talence;France;1893;2056;2196;2331;2371;2347;2385;2466;2448.0;2584.0;2567.0;2622.0;2612.0
k5Ryn;Institut textile et chimique;ITECH;;École;;privé;Auvergne-Rhône-Alpes>Lyon>Rhône>Lyon>Écully;45.7860356236494;4.767680168151856;0693364G;;Q3152645;1988;;;69081;Écully;UU00760;Lyon;D069;Rhône;A10;Lyon;R84;Auvergne-Rhône-Alpes;R82;Rhône-Alpes;;87 Chemin des Mouilles;;;69134;Écully CEDEX;France;;;;;;;;;;;;;
IXHyv;Université d'Angers;;UA;Université;Université pluridisciplinaire avec santé;public;Pays de la Loire>Nantes>Maine-et-Loire>Angers;47.47687;-0.549657;0490970N;;Q1538727;01/01/1972;Décret n° 71-871 du 25 octobre 1971 portant création de l'université d'Angers;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000000336401;49007;Angers;UU49701;Angers;D049;Maine-et-Loire;A17;Nantes;R52;Pays de la Loire;R52;Pays de la Loire;;40 rue de Rennes;;BP 73532;49035;Angers CEDEX 1;France;18883;19053;19526;21131;21217;21590;22022;22234;23029.0;24213.0;25255.0;25206.0;24408.0
V13Pk;Université de Versailles Saint-Quentin-en-Yvelines;UVSQ;UVSQ;Université;Université pluridisciplinaire avec santé;public;Île-de-France>Versailles>Yvelines>Paris>Versailles;48.79959;2.14159;0781944P;;Q186638;22/07/1991;Décret no 91-709 du 22 juillet 1991 portant création et organisation provisoire de l'université de Versailles-Saint-Quentin-en-Yvelines;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000000720553/;78646;Versailles;UU00851;Paris;D078;Yvelines;A25;Versailles;R11;Île-de-France;R11;Île-de-France;;55 avenue de Paris;;;78035;Versailles CEDEX;France;14863;15192;15959;16782;15686;15286;13270;13343;15037.0;15144.0;13391.0;12803.0;13269.0
HCBvW;Université d'Orléans;;;Université;Université pluridisciplinaire avec santé;public;Centre-Val de Loire>Orléans-Tours>Loiret>Orléans;47.85065;1.93397;0450855K;;Q13334;01/01/1971;Décret n° 70-1174 du 17 décembre 1970 portant érection en établissements publics à caractère scientifique et culturel d'universités et centres universitaires;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000000511402/;45234;Orléans;UU45701;Orléans;D045;Loiret;A18;Orléans-Tours;R24;Centre-Val de Loire;R24;Centre-Val de Loire;Château de la Source;Avenue du Parc Floral;;BP 6749;45067;Orléans CEDEX 2;France;14080;14429;13877;14768;15824;16931;17638;17922;18536.0;18592.0;19665.0;19377.0;17911.0
Uxr7Z;Université Paris 8 - Vincennes - Saint-Denis;Paris VIII;;Université;Université tertiaire - lettres et sciences Humaines;public;Île-de-France>Créteil>Seine-Saint-Denis>Paris>Saint-Denis;48.94546189184585;2.3625862598419194;"0751724S;0931827F";;Q1194988;01/01/1971;Décret n° 70-1174 du 17 décembre 1970 portant érection en établissements publics à caractère scientifique et culturel d'universités et centres universitaires;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000000511402/;93066;Saint-Denis;UU00851;Paris;D093;Seine-Saint-Denis;A24;Créteil;R11;Île-de-France;R11;Île-de-France;;2 rue de la Liberté;;;93200;Saint-Denis;France;21815;22518;23003;22298;21802;21659;21808;22146;23528.0;23148.0;23233.0;22348.0;21872.0
gghMO;Institut français de la mode;;IFM Paris;École;;privé;Île-de-France>Paris>Paris 13e;48.84062;2.36998;0754566F;;Q3152284;1986;;;75113;Paris 13e;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;R11;Île-de-France;;34 quai d'Austerlitz;;;75013;PARIS;France;;;;;;;;;;;;;
IjOqn;École de biologie industrielle;EBI;;École;;privé;Île-de-France>Versailles>Val-d'Oise>Paris>Cergy;49.032934;2.065594;0951820M;;Q3577829;1992;;;95127;Cergy;UU00851;Paris;D095;Val-d'Oise;A25;Versailles;R11;Île-de-France;R11;Île-de-France;;32 boulevard du Port;;;95094;Cergy Pontoise CEDEX;France;;;;;;;;;;;;;
B8q5v;École nationale de la météorologie;ENM;;École;;public;Occitanie>Toulouse>Haute-Garonne>Toulouse;43.57598;1.37422;0312069F;;Q3578126;1948;;;31555;Toulouse;UU00758;Toulouse;D031;Haute-Garonne;A16;Toulouse;R76;Occitanie;R73;Midi-Pyrénées;;42 avenue Gaspard Coriolis;;;31057;Toulouse CEDEX 1;France;;;;;;;;;;;;;
AKszJ;École navale;;EN;Grand établissement;;public;Bretagne>Rennes>Finistère>Lanvéoc;48.279263;-4.417857;0290124C;;Q974394;1827;;;29120;Lanvéoc;CR29120;Lanvéoc;D029;Finistère;A14;Rennes;R53;Bretagne;R53;Bretagne;BCRM Brest;;;CC 600;29200;Brest CEDEX 9;France;;;;;;;;;;;;;
7zzqc;Facultés libres de l'Ouest;FLO;;École;;privé;Pays de la Loire>Nantes>Maine-et-Loire>Angers;47.46273;-0.54616;0490811R;;Q1476738;1875;;;49007;Angers;UU49701;Angers;D049;Maine-et-Loire;A17;Nantes;R52;Pays de la Loire;R52;Pays de la Loire;;3 place André Leroy;;BP 10808;49008;Angers CEDEX 01;France;;;;;;;;;;;;;
MihlE;Institut national d'enseignement supérieur pour l'agriculture, l'alimentation et l'environnement;Institut Agro;INESAAE;Grand établissement;;public;Île-de-France>Paris>Paris 16e;48.86275;2.28215;0756246G;"0342222F;0352771X;0352692L";Q81433122;28/12/2019;Décret n° 2019-1459 du 26 décembre 2019 relatif à l'Institut national d'enseignement supérieur pour l'agriculture, l'alimentation et l'environnement;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000039676677/;75116;Paris 16e;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;R11;Île-de-France;;42 rue Scheffer;;;75016;Paris;France;;;;;;;;;;;;;
OYA17;ISAE-Supméca;;;École;;public;Île-de-France>Créteil>Seine-Saint-Denis>Paris>Saint-Ouen-sur-Seine;48.9198;2.33287;0930603A;;Q1267711;11/10/1990;;;93070;Saint-Ouen-sur-Seine;UU00851;Paris;D093;Seine-Saint-Denis;A24;Créteil;R11;Île-de-France;R11;Île-de-France;;3 rue Fernand Hainaut;;;93400;Saint-Ouen-sur-Seine;France;622;629;665;720;671;630;607;594;597.0;596.0;623.0;604.0;594.0
jcUa5;Institut supérieur des arts de Toulouse;ISDAT;ISDAT;École;;public;Occitanie>Toulouse>Haute-Garonne>Toulouse;43.600624;1.439737;0310144N;;Q941853;;;;31555;Toulouse;UU00758;Toulouse;D031;Haute-Garonne;A16;Toulouse;R76;Occitanie;R73;Midi-Pyrénées;;5 Quai de la Daurade;;;31000;Toulouse;France;;;;;;;;;;;;;
LsQ24;Université Le Havre Normandie;;UNILEHAVRE;Université;Université pluridisciplinaire hors santé;public;Normandie>Seine-Maritime>Le Havre;49.49647;0.12896;0762762P;;Q1784954;29/08/1984;Décret n° 84-798 du 27 août 1984 portant création de l'université du Havre;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000000503768/;76351;Le Havre;UU76701;Le Havre;D076;Seine-Maritime;A70;Normandie;R28;Normandie;R23;Haute-Normandie;;25 rue Philippe Lebon;;BP 1123;76063;Le Havre CEDEX;France;6901;6863;6939;7225;7200;7376;7471;7638;7620.0;7445.0;7476.0;7355.0;6713.0
TWBzp;Université Paris-Panthéon-Assas;Panthéon-Assas;;Université;Université tertiaire - droit et économie;public;Île-de-France>Paris>Paris 5e;48.846806;2.344888;0756305W;0751718K;Q662976;29/12/2021;Décret n° 2021-1831 du 24 décembre 2021 portant création de l'Université Paris-Panthéon-Assas et approbation de ses statuts;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000044572545/;75105;Paris 5e;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;R11;Île-de-France;;12 place du Panthéon;;;75005;Paris;France;;;;;;;;;;;;22246.0;21695.0
